id,category,title,hook,terms,youtube_check
6360,Emotions & The7 Sins,Your Body Already Knows About Pride and the fragile ego shield (Under Stress),STOP: PRIDE,pride;fragile;shield,https://www.youtube.com/results?search_query=your+body+already+knows+about+pride
6361,Emotions & The7 Sins,Your Body Already Knows About Gluttony and the reward loop (Under Stress),THIS CHANGES GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=your+body+already+knows+about+gluttony
6362,Emotions & The7 Sins,Your Body Already Knows About Lust and the reproduction program (Under Stress),LUST?!,lust;reproduction;program,https://www.youtube.com/results?search_query=your+body+already+knows+about+lust
6363,Emotions & The7 Sins,Your Body Already Knows About Shame and its social purpose (Under Stress),THE TRUTH ABOUT SHAME,shame;social;purpose,https://www.youtube.com/results?search_query=your+body+already+knows+about+shame
6364,Emotions & The7 Sins,Your Body Already Knows About Guilt as an inner contract (Under Stress),YOU ARE GUILT AS AN INNER CONTRACT,guilt;inner;contract,https://www.youtube.com/results?search_query=your+body+already+knows+about+guilt
6365,Emotions & The7 Sins,Your Body Already Knows About Regret and the road not taken (Under Stress),SCIENCE CONFIRMS: REGRET,regret;road;taken,https://www.youtube.com/results?search_query=your+body+already+knows+about+regret
6366,Curiosity & Security,Your Body Already Knows About Curiosity as an implanted safety mechanism (Under Stress),NEVER IGNORE CURIOSITY AS AN IMPLANTED SAFETY MECHA,curiosity;implanted;safety;mechanism,https://www.youtube.com/results?search_query=your+body+already+knows+about+curiosity
6367,"Death, Life & The Balance",Your Body Already Knows About Whether this balance is really worth it (Under Stress),WHETHER THIS BALANCE IS REALLY WORTH I — FINAL PROOF,whether;this;balance;really,https://www.youtube.com/results?search_query=your+body+already+knows+about+whether
6368,Dark Psychology (20-Part Series),Your Body Already Knows About Part1 the foot-in-the-door technique (Under Stress),STOP: PART1 THE FOOT-IN-THE-DOOR TECHNIQUE,part;foot;door;technique,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6369,Dark Psychology (20-Part Series),Your Body Already Knows About Part2 how cold reading really works (Under Stress),THIS CHANGES PART2 HOW COLD READING REALLY WORKS,part;cold;reading;really,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6370,Dark Psychology (20-Part Series),Your Body Already Knows About Part3 the broken record of manipulation (Under Stress),PART3 THE BROKEN RECORD OF MANIPULATIO?!,part;broken;record;manipulation,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6371,Dark Psychology (20-Part Series),Your Body Already Knows About Part4 love bombing and its scripts (Under Stress),THE TRUTH ABOUT PART4 LOVE BOMBING,part;love;bombing;scripts,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6372,Dark Psychology (20-Part Series),Your Body Already Knows About Part5 gaslighting and memory edits (Under Stress),YOU ARE PART5 GASLIGHTING,part;gaslighting;memory;edits,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6373,Dark Psychology (20-Part Series),Your Body Already Knows About Part6 the halo effect in sales (Under Stress),SCIENCE CONFIRMS: PART6 THE HALO EFFECT IN SALES,part;halo;effect;sales,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6374,Dark Psychology (20-Part Series),Your Body Already Knows About Part7 reverse psychology mechanics (Under Stress),NEVER IGNORE PART7 REVERSE PSYCHOLOGY MECHANICS,part;reverse;psychology;mechanics,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6375,Dark Psychology (20-Part Series),Your Body Already Knows About Part8 scarcity pressure tactics (Under Stress),PART8 SCARCITY PRESSURE TACTICS — FINAL PROOF,part;scarcity;pressure;tactics,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6376,Dark Psychology (20-Part Series),Your Body Already Knows About Part9 the Sunk Cost trap (Under Stress),STOP: PART9 THE SUNK COST TRAP,part;sunk;cost;trap,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6377,Dark Psychology (20-Part Series),Your Body Already Knows About Part10 isolation playbooks (Under Stress),THIS CHANGES PART10 ISOLATION PLAYBOOKS,part;isolation;playbooks,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6378,Dark Psychology (20-Part Series),Your Body Already Knows About Part11 flattery ladders (Under Stress),PART11 FLATTERY LADDERS?!,part;flattery;ladders,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6379,Dark Psychology (20-Part Series),Your Body Already Knows About Part12 emotional blackmail patterns (Under Stress),THE TRUTH ABOUT PART12 EMOTIONAL BLACKMAIL PATTERNS,part;emotional;blackmail;patterns,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6380,Dark Psychology (20-Part Series),Your Body Already Knows About Part13 the illusion of choice (Under Stress),YOU ARE PART13 THE ILLUSION OF CHOICE,part;illusion;choice,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6381,Dark Psychology (20-Part Series),Your Body Already Knows About Part4 anchoring in negotiations (Under Stress),SCIENCE CONFIRMS: PART4 ANCHORING IN NEGOTIATIONS,part;anchoring;negotiations,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6382,Dark Psychology (20-Part Series),Your Body Already Knows About Part15 triangulation tactics (Under Stress),NEVER IGNORE PART15 TRIANGULATION TACTICS,part;triangulation;tactics,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6383,Dark Psychology (20-Part Series),Your Body Already Knows About Part16 future faking signals (Under Stress),PART16 FUTURE FAKING SIGNALS — FINAL PROOF,part;future;faking;signals,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6384,Dark Psychology (20-Part Series),Your Body Already Knows About Part17 the good-cop routine (Under Stress),STOP: PART17 THE GOOD-COP ROUTINE,part;good;routine,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6385,Dark Psychology (20-Part Series),Your Body Already Knows About Part18 obligation hooks (Under Stress),THIS CHANGES PART18 OBLIGATION HOOKS,part;obligation;hooks,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6386,Dark Psychology (20-Part Series),Your Body Already Knows About Part19 labeling and identity control (Under Stress),PART19 LABELING?!,part;labeling;identity;control,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6387,Dark Psychology (20-Part Series),Your Body Already Knows About Part20 how to disarm every tactic (Under Stress),THE TRUTH ABOUT PART20 HOW TO DISARM EVERY TACTIC,part;disarm;every;tactic,https://www.youtube.com/results?search_query=your+body+already+knows+about+part
6388,Origins & Evolution,Smart People Study The first creature that learned to wait First (Under Stress),YOU ARE THE FIRST CREATURE THAT LEARNED TO WAI,first;creature;that;learned,https://www.youtube.com/results?search_query=smart+people+study+first+first+creature
6389,Emotions & The7 Sins,Smart People Study Anger and its ancient fuel First (Under Stress),SCIENCE CONFIRMS: ANGER,anger;ancient;fuel,https://www.youtube.com/results?search_query=smart+people+study+first+anger+ancient
6390,Emotions & The7 Sins,Smart People Study Envy and the comparison machine First (Under Stress),NEVER IGNORE ENVY,envy;comparison;machine,https://www.youtube.com/results?search_query=smart+people+study+first+envy+comparison
6391,Emotions & The7 Sins,Smart People Study Greed and the never-full stomach First (Under Stress),GREED — FINAL PROOF,greed;never;full;stomach,https://www.youtube.com/results?search_query=smart+people+study+first+greed+never
6392,Emotions & The7 Sins,Smart People Study Sloth and the energy-saving brain First (Under Stress),STOP: SLOTH,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=smart+people+study+first+sloth+energy
6393,Emotions & The7 Sins,Smart People Study Pride and the fragile ego shield First (Under Stress),THIS CHANGES PRIDE,pride;fragile;shield,https://www.youtube.com/results?search_query=smart+people+study+first+pride+fragile
6394,Emotions & The7 Sins,Smart People Study Gluttony and the reward loop First (Under Stress),GLUTTONY?!,gluttony;reward;loop,https://www.youtube.com/results?search_query=smart+people+study+first+gluttony+reward
6395,Emotions & The7 Sins,Smart People Study Lust and the reproduction program First (Under Stress),THE TRUTH ABOUT LUST,lust;reproduction;program,https://www.youtube.com/results?search_query=smart+people+study+first+lust+reproduction
6396,Emotions & The7 Sins,Smart People Study Shame and its social purpose First (Under Stress),YOU ARE SHAME,shame;social;purpose,https://www.youtube.com/results?search_query=smart+people+study+first+shame+social
6397,Emotions & The7 Sins,Smart People Study Guilt as an inner contract First (Under Stress),SCIENCE CONFIRMS: GUILT AS AN INNER CONTRACT,guilt;inner;contract,https://www.youtube.com/results?search_query=smart+people+study+first+guilt+inner
6398,Emotions & The7 Sins,Smart People Study Regret and the road not taken First (Under Stress),NEVER IGNORE REGRET,regret;road;taken,https://www.youtube.com/results?search_query=smart+people+study+first+regret+road
6399,Curiosity & Security,Smart People Study Curiosity as an implanted safety mechanism First (Under Stress),CURIOSITY AS AN IMPLANTED SAFETY MECHA — FINAL PROOF,curiosity;implanted;safety;mechanism,https://www.youtube.com/results?search_query=smart+people+study+first+curiosity+implanted
6400,"Death, Life & The Balance",Smart People Study Whether this balance is really worth it First (Under Stress),STOP: WHETHER THIS BALANCE IS REALLY WORTH I,whether;this;balance;really,https://www.youtube.com/results?search_query=smart+people+study+first+whether+this
6401,Dark Psychology (20-Part Series),Smart People Study Part1 the foot-in-the-door technique First (Under Stress),THIS CHANGES PART1 THE FOOT-IN-THE-DOOR TECHNIQUE,part;foot;door;technique,https://www.youtube.com/results?search_query=smart+people+study+first+part+foot
6402,Dark Psychology (20-Part Series),Smart People Study Part2 how cold reading really works First (Under Stress),PART2 HOW COLD READING REALLY WORKS?!,part;cold;reading;really,https://www.youtube.com/results?search_query=smart+people+study+first+part+cold
6403,Dark Psychology (20-Part Series),Smart People Study Part3 the broken record of manipulation First (Under Stress),THE TRUTH ABOUT PART3 THE BROKEN RECORD OF MANIPULATIO,part;broken;record;manipulation,https://www.youtube.com/results?search_query=smart+people+study+first+part+broken
6404,Dark Psychology (20-Part Series),Smart People Study Part4 love bombing and its scripts First (Under Stress),YOU ARE PART4 LOVE BOMBING,part;love;bombing;scripts,https://www.youtube.com/results?search_query=smart+people+study+first+part+love
6405,Dark Psychology (20-Part Series),Smart People Study Part5 gaslighting and memory edits First (Under Stress),SCIENCE CONFIRMS: PART5 GASLIGHTING,part;gaslighting;memory;edits,https://www.youtube.com/results?search_query=smart+people+study+first+part+gaslighting
6406,Dark Psychology (20-Part Series),Smart People Study Part6 the halo effect in sales First (Under Stress),NEVER IGNORE PART6 THE HALO EFFECT IN SALES,part;halo;effect;sales,https://www.youtube.com/results?search_query=smart+people+study+first+part+halo
6407,Dark Psychology (20-Part Series),Smart People Study Part7 reverse psychology mechanics First (Under Stress),PART7 REVERSE PSYCHOLOGY MECHANICS — FINAL PROOF,part;reverse;psychology;mechanics,https://www.youtube.com/results?search_query=smart+people+study+first+part+reverse
6408,Dark Psychology (20-Part Series),Smart People Study Part8 scarcity pressure tactics First (Under Stress),STOP: PART8 SCARCITY PRESSURE TACTICS,part;scarcity;pressure;tactics,https://www.youtube.com/results?search_query=smart+people+study+first+part+scarcity
6409,Dark Psychology (20-Part Series),Smart People Study Part9 the Sunk Cost trap First (Under Stress),THIS CHANGES PART9 THE SUNK COST TRAP,part;sunk;cost;trap,https://www.youtube.com/results?search_query=smart+people+study+first+part+sunk
6410,Dark Psychology (20-Part Series),Smart People Study Part10 isolation playbooks First (Under Stress),PART10 ISOLATION PLAYBOOKS?!,part;isolation;playbooks,https://www.youtube.com/results?search_query=smart+people+study+first+part+isolation
6411,Dark Psychology (20-Part Series),Smart People Study Part11 flattery ladders First (Under Stress),THE TRUTH ABOUT PART11 FLATTERY LADDERS,part;flattery;ladders,https://www.youtube.com/results?search_query=smart+people+study+first+part+flattery
6412,Dark Psychology (20-Part Series),Smart People Study Part12 emotional blackmail patterns First (Under Stress),YOU ARE PART12 EMOTIONAL BLACKMAIL PATTERNS,part;emotional;blackmail;patterns,https://www.youtube.com/results?search_query=smart+people+study+first+part+emotional
6413,Dark Psychology (20-Part Series),Smart People Study Part13 the illusion of choice First (Under Stress),SCIENCE CONFIRMS: PART13 THE ILLUSION OF CHOICE,part;illusion;choice,https://www.youtube.com/results?search_query=smart+people+study+first+part+illusion
6414,Dark Psychology (20-Part Series),Smart People Study Part4 anchoring in negotiations First (Under Stress),NEVER IGNORE PART4 ANCHORING IN NEGOTIATIONS,part;anchoring;negotiations,https://www.youtube.com/results?search_query=smart+people+study+first+part+anchoring
6415,Dark Psychology (20-Part Series),Smart People Study Part15 triangulation tactics First (Under Stress),PART15 TRIANGULATION TACTICS — FINAL PROOF,part;triangulation;tactics,https://www.youtube.com/results?search_query=smart+people+study+first+part+triangulation
6416,Dark Psychology (20-Part Series),Smart People Study Part16 future faking signals First (Under Stress),STOP: PART16 FUTURE FAKING SIGNALS,part;future;faking;signals,https://www.youtube.com/results?search_query=smart+people+study+first+part+future
6417,Dark Psychology (20-Part Series),Smart People Study Part17 the good-cop routine First (Under Stress),THIS CHANGES PART17 THE GOOD-COP ROUTINE,part;good;routine,https://www.youtube.com/results?search_query=smart+people+study+first+part+good
6418,Dark Psychology (20-Part Series),Smart People Study Part18 obligation hooks First (Under Stress),PART18 OBLIGATION HOOKS?!,part;obligation;hooks,https://www.youtube.com/results?search_query=smart+people+study+first+part+obligation
6419,Dark Psychology (20-Part Series),Smart People Study Part19 labeling and identity control First (Under Stress),THE TRUTH ABOUT PART19 LABELING,part;labeling;identity;control,https://www.youtube.com/results?search_query=smart+people+study+first+part+labeling
6420,Dark Psychology (20-Part Series),Smart People Study Part20 how to disarm every tactic First (Under Stress),YOU ARE PART20 HOW TO DISARM EVERY TACTIC,part;disarm;every;tactic,https://www.youtube.com/results?search_query=smart+people+study+first+part+disarm
6421,Origins & Evolution,The first creature that learned to wait: The Hidden Mechanism (Under Stress),SCIENCE CONFIRMS: THE FIRST CREATURE THAT LEARNED TO WAI,first;creature;that;learned,https://www.youtube.com/results?search_query=hidden+mechanism+first+creature+that+learned
6422,Emotions & The7 Sins,Anger and its ancient fuel: The Hidden Mechanism (Under Stress),NEVER IGNORE ANGER,anger;ancient;fuel,https://www.youtube.com/results?search_query=hidden+mechanism+anger+ancient+fuel
6423,Emotions & The7 Sins,Envy and the comparison machine: The Hidden Mechanism (Under Stress),ENVY — FINAL PROOF,envy;comparison;machine,https://www.youtube.com/results?search_query=hidden+mechanism+envy+comparison+machine
6424,Emotions & The7 Sins,Greed and the never-full stomach: The Hidden Mechanism (Under Stress),STOP: GREED,greed;never;full;stomach,https://www.youtube.com/results?search_query=hidden+mechanism+greed+never+full+stomach
6425,Emotions & The7 Sins,Sloth and the energy-saving brain: The Hidden Mechanism (Under Stress),THIS CHANGES SLOTH,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=hidden+mechanism+sloth+energy+saving+brain
6426,Emotions & The7 Sins,Pride and the fragile ego shield: The Hidden Mechanism (Under Stress),PRIDE?!,pride;fragile;shield,https://www.youtube.com/results?search_query=hidden+mechanism+pride+fragile+shield
6427,Emotions & The7 Sins,Gluttony and the reward loop: The Hidden Mechanism (Under Stress),THE TRUTH ABOUT GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=hidden+mechanism+gluttony+reward+loop
6428,Emotions & The7 Sins,Lust and the reproduction program: The Hidden Mechanism (Under Stress),YOU ARE LUST,lust;reproduction;program,https://www.youtube.com/results?search_query=hidden+mechanism+lust+reproduction+program
6429,Emotions & The7 Sins,Shame and its social purpose: The Hidden Mechanism (Under Stress),SCIENCE CONFIRMS: SHAME,shame;social;purpose,https://www.youtube.com/results?search_query=hidden+mechanism+shame+social+purpose
6430,Emotions & The7 Sins,Guilt as an inner contract: The Hidden Mechanism (Under Stress),NEVER IGNORE GUILT AS AN INNER CONTRACT,guilt;inner;contract,https://www.youtube.com/results?search_query=hidden+mechanism+guilt+inner+contract
6431,Emotions & The7 Sins,Regret and the road not taken: The Hidden Mechanism (Under Stress),REGRET — FINAL PROOF,regret;road;taken,https://www.youtube.com/results?search_query=hidden+mechanism+regret+road+taken
6432,Curiosity & Security,Curiosity as an implanted safety mechanism: The Hidden Mechanism (Under Stress),STOP: CURIOSITY AS AN IMPLANTED SAFETY MECHA,curiosity;implanted;safety;mechanism,https://www.youtube.com/results?search_query=hidden+mechanism+curiosity+implanted+safety+mechanism
6433,"Death, Life & The Balance",Whether this balance is really worth it: The Hidden Mechanism (Under Stress),THIS CHANGES WHETHER THIS BALANCE IS REALLY WORTH I,whether;this;balance;really,https://www.youtube.com/results?search_query=hidden+mechanism+whether+this+balance+really
6434,Dark Psychology (20-Part Series),Part1 the foot-in-the-door technique: The Hidden Mechanism (Under Stress),PART1 THE FOOT-IN-THE-DOOR TECHNIQUE?!,part;foot;door;technique,https://www.youtube.com/results?search_query=hidden+mechanism+part+foot+door+technique
6435,Dark Psychology (20-Part Series),Part2 how cold reading really works: The Hidden Mechanism (Under Stress),THE TRUTH ABOUT PART2 HOW COLD READING REALLY WORKS,part;cold;reading;really,https://www.youtube.com/results?search_query=hidden+mechanism+part+cold+reading+really
6436,Dark Psychology (20-Part Series),Part3 the broken record of manipulation: The Hidden Mechanism (Under Stress),YOU ARE PART3 THE BROKEN RECORD OF MANIPULATIO,part;broken;record;manipulation,https://www.youtube.com/results?search_query=hidden+mechanism+part+broken+record+manipulation
6437,Dark Psychology (20-Part Series),Part4 love bombing and its scripts: The Hidden Mechanism (Under Stress),SCIENCE CONFIRMS: PART4 LOVE BOMBING,part;love;bombing;scripts,https://www.youtube.com/results?search_query=hidden+mechanism+part+love+bombing+scripts
6438,Dark Psychology (20-Part Series),Part5 gaslighting and memory edits: The Hidden Mechanism (Under Stress),NEVER IGNORE PART5 GASLIGHTING,part;gaslighting;memory;edits,https://www.youtube.com/results?search_query=hidden+mechanism+part+gaslighting+memory+edits
6439,Dark Psychology (20-Part Series),Part6 the halo effect in sales: The Hidden Mechanism (Under Stress),PART6 THE HALO EFFECT IN SALES — FINAL PROOF,part;halo;effect;sales,https://www.youtube.com/results?search_query=hidden+mechanism+part+halo+effect+sales
6440,Dark Psychology (20-Part Series),Part7 reverse psychology mechanics: The Hidden Mechanism (Under Stress),STOP: PART7 REVERSE PSYCHOLOGY MECHANICS,part;reverse;psychology;mechanics,https://www.youtube.com/results?search_query=hidden+mechanism+part+reverse+psychology+mechanics
6441,Dark Psychology (20-Part Series),Part8 scarcity pressure tactics: The Hidden Mechanism (Under Stress),THIS CHANGES PART8 SCARCITY PRESSURE TACTICS,part;scarcity;pressure;tactics,https://www.youtube.com/results?search_query=hidden+mechanism+part+scarcity+pressure+tactics
6442,Dark Psychology (20-Part Series),Part9 the Sunk Cost trap: The Hidden Mechanism (Under Stress),PART9 THE SUNK COST TRAP?!,part;sunk;cost;trap,https://www.youtube.com/results?search_query=hidden+mechanism+part+sunk+cost+trap
6443,Dark Psychology (20-Part Series),Part10 isolation playbooks: The Hidden Mechanism (Under Stress),THE TRUTH ABOUT PART10 ISOLATION PLAYBOOKS,part;isolation;playbooks,https://www.youtube.com/results?search_query=hidden+mechanism+part+isolation+playbooks
6444,Dark Psychology (20-Part Series),Part11 flattery ladders: The Hidden Mechanism (Under Stress),YOU ARE PART11 FLATTERY LADDERS,part;flattery;ladders,https://www.youtube.com/results?search_query=hidden+mechanism+part+flattery+ladders
6445,Dark Psychology (20-Part Series),Part12 emotional blackmail patterns: The Hidden Mechanism (Under Stress),SCIENCE CONFIRMS: PART12 EMOTIONAL BLACKMAIL PATTERNS,part;emotional;blackmail;patterns,https://www.youtube.com/results?search_query=hidden+mechanism+part+emotional+blackmail+patterns
6446,Dark Psychology (20-Part Series),Part13 the illusion of choice: The Hidden Mechanism (Under Stress),NEVER IGNORE PART13 THE ILLUSION OF CHOICE,part;illusion;choice,https://www.youtube.com/results?search_query=hidden+mechanism+part+illusion+choice
6447,Dark Psychology (20-Part Series),Part4 anchoring in negotiations: The Hidden Mechanism (Under Stress),PART4 ANCHORING IN NEGOTIATIONS — FINAL PROOF,part;anchoring;negotiations,https://www.youtube.com/results?search_query=hidden+mechanism+part+anchoring+negotiations
6448,Dark Psychology (20-Part Series),Part15 triangulation tactics: The Hidden Mechanism (Under Stress),STOP: PART15 TRIANGULATION TACTICS,part;triangulation;tactics,https://www.youtube.com/results?search_query=hidden+mechanism+part+triangulation+tactics
6449,Dark Psychology (20-Part Series),Part16 future faking signals: The Hidden Mechanism (Under Stress),THIS CHANGES PART16 FUTURE FAKING SIGNALS,part;future;faking;signals,https://www.youtube.com/results?search_query=hidden+mechanism+part+future+faking+signals
6450,Dark Psychology (20-Part Series),Part17 the good-cop routine: The Hidden Mechanism (Under Stress),PART17 THE GOOD-COP ROUTINE?!,part;good;routine,https://www.youtube.com/results?search_query=hidden+mechanism+part+good+routine
6451,Dark Psychology (20-Part Series),Part18 obligation hooks: The Hidden Mechanism (Under Stress),THE TRUTH ABOUT PART18 OBLIGATION HOOKS,part;obligation;hooks,https://www.youtube.com/results?search_query=hidden+mechanism+part+obligation+hooks
6452,Dark Psychology (20-Part Series),Part19 labeling and identity control: The Hidden Mechanism (Under Stress),YOU ARE PART19 LABELING,part;labeling;identity;control,https://www.youtube.com/results?search_query=hidden+mechanism+part+labeling+identity+control
6453,Dark Psychology (20-Part Series),Part20 how to disarm every tactic: The Hidden Mechanism (Under Stress),SCIENCE CONFIRMS: PART20 HOW TO DISARM EVERY TACTIC,part;disarm;every;tactic,https://www.youtube.com/results?search_query=hidden+mechanism+part+disarm+every+tactic
6454,Origins & Evolution,The Forgotten Science of The first creature that learned to wait (Under Stress),NEVER IGNORE THE FIRST CREATURE THAT LEARNED TO WAI,first;creature;that;learned,https://www.youtube.com/results?search_query=forgotten+science+first+creature+that+learned
6455,Emotions & The7 Sins,The Forgotten Science of Anger and its ancient fuel (Under Stress),ANGER — FINAL PROOF,anger;ancient;fuel,https://www.youtube.com/results?search_query=forgotten+science+anger+ancient+fuel
6456,Emotions & The7 Sins,The Forgotten Science of Envy and the comparison machine (Under Stress),STOP: ENVY,envy;comparison;machine,https://www.youtube.com/results?search_query=forgotten+science+envy+comparison+machine
6457,Emotions & The7 Sins,The Forgotten Science of Greed and the never-full stomach (Under Stress),THIS CHANGES GREED,greed;never;full;stomach,https://www.youtube.com/results?search_query=forgotten+science+greed+never+full+stomach
6458,Emotions & The7 Sins,The Forgotten Science of Sloth and the energy-saving brain (Under Stress),SLOTH?!,sloth;energy;saving;brain,https://www.youtube.com/results?search_query=forgotten+science+sloth+energy+saving+brain
6459,Emotions & The7 Sins,The Forgotten Science of Pride and the fragile ego shield (Under Stress),THE TRUTH ABOUT PRIDE,pride;fragile;shield,https://www.youtube.com/results?search_query=forgotten+science+pride+fragile+shield
6460,Emotions & The7 Sins,The Forgotten Science of Gluttony and the reward loop (Under Stress),YOU ARE GLUTTONY,gluttony;reward;loop,https://www.youtube.com/results?search_query=forgotten+science+gluttony+reward+loop
6461,Emotions & The7 Sins,The Forgotten Science of Lust and the reproduction program (Under Stress),SCIENCE CONFIRMS: LUST,lust;reproduction;program,https://www.youtube.com/results?search_query=forgotten+science+lust+reproduction+program
6462,Emotions & The7 Sins,The Forgotten Science of Shame and its social purpose (Under Stress),NEVER IGNORE SHAME,shame;social;purpose,https://www.youtube.com/results?search_query=forgotten+science+shame+social+purpose
6463,Emotions & The7 Sins,The Forgotten Science of Guilt as an inner contract (Under Stress),GUILT AS AN INNER CONTRACT — FINAL PROOF,guilt;inner;contract,https://www.youtube.com/results?search_query=forgotten+science+guilt+inner+contract
6464,Emotions & The7 Sins,The Forgotten Science of Regret and the road not taken (Under Stress),STOP: REGRET,regret;road;taken,https://www.youtube.com/results?search_query=forgotten+science+regret+road+taken
6465,Curiosity & Security,The Forgotten Science of Curiosity as an implanted safety mechanism (Under Stress),THIS CHANGES CURIOSITY AS AN IMPLANTED SAFETY MECHA,curiosity;implanted;safety;mechanism,https://www.youtube.com/results?search_query=forgotten+science+curiosity+implanted+safety+mechanism
6466,"Death, Life & The Balance",The Forgotten Science of Whether this balance is really worth it (Under Stress),WHETHER THIS BALANCE IS REALLY WORTH I?!,whether;this;balance;really,https://www.youtube.com/results?search_query=forgotten+science+whether+this+balance+really
6467,Dark Psychology (20-Part Series),The Forgotten Science of Part1 the foot-in-the-door technique (Under Stress),THE TRUTH ABOUT PART1 THE FOOT-IN-THE-DOOR TECHNIQUE,part;foot;door;technique,https://www.youtube.com/results?search_query=forgotten+science+part+foot+door+technique
6468,Dark Psychology (20-Part Series),The Forgotten Science of Part2 how cold reading really works (Under Stress),YOU ARE PART2 HOW COLD READING REALLY WORKS,part;cold;reading;really,https://www.youtube.com/results?search_query=forgotten+science+part+cold+reading+really
6469,Dark Psychology (20-Part Series),The Forgotten Science of Part3 the broken record of manipulation (Under Stress),SCIENCE CONFIRMS: PART3 THE BROKEN RECORD OF MANIPULATIO,part;broken;record;manipulation,https://www.youtube.com/results?search_query=forgotten+science+part+broken+record+manipulation
6470,Dark Psychology (20-Part Series),The Forgotten Science of Part4 love bombing and its scripts (Under Stress),NEVER IGNORE PART4 LOVE BOMBING,part;love;bombing;scripts,https://www.youtube.com/results?search_query=forgotten+science+part+love+bombing+scripts
6471,Dark Psychology (20-Part Series),The Forgotten Science of Part5 gaslighting and memory edits (Under Stress),PART5 GASLIGHTING — FINAL PROOF,part;gaslighting;memory;edits,https://www.youtube.com/results?search_query=forgotten+science+part+gaslighting+memory+edits
6472,Dark Psychology (20-Part Series),The Forgotten Science of Part6 the halo effect in sales (Under Stress),STOP: PART6 THE HALO EFFECT IN SALES,part;halo;effect;sales,https://www.youtube.com/results?search_query=forgotten+science+part+halo+effect+sales
6473,Dark Psychology (20-Part Series),The Forgotten Science of Part7 reverse psychology mechanics (Under Stress),THIS CHANGES PART7 REVERSE PSYCHOLOGY MECHANICS,part;reverse;psychology;mechanics,https://www.youtube.com/results?search_query=forgotten+science+part+reverse+psychology+mechanics
6474,Dark Psychology (20-Part Series),The Forgotten Science of Part8 scarcity pressure tactics (Under Stress),PART8 SCARCITY PRESSURE TACTICS?!,part;scarcity;pressure;tactics,https://www.youtube.com/results?search_query=forgotten+science+part+scarcity+pressure+tactics
6475,Dark Psychology (20-Part Series),The Forgotten Science of Part9 the Sunk Cost trap (Under Stress),THE TRUTH ABOUT PART9 THE SUNK COST TRAP,part;sunk;cost;trap,https://www.youtube.com/results?search_query=forgotten+science+part+sunk+cost+trap
6476,Dark Psychology (20-Part Series),The Forgotten Science of Part10 isolation playbooks (Under Stress),YOU ARE PART10 ISOLATION PLAYBOOKS,part;isolation;playbooks,https://www.youtube.com/results?search_query=forgotten+science+part+isolation+playbooks
6477,Dark Psychology (20-Part Series),The Forgotten Science of Part11 flattery ladders (Under Stress),SCIENCE CONFIRMS: PART11 FLATTERY LADDERS,part;flattery;ladders,https://www.youtube.com/results?search_query=forgotten+science+part+flattery+ladders
6478,Dark Psychology (20-Part Series),The Forgotten Science of Part12 emotional blackmail patterns (Under Stress),NEVER IGNORE PART12 EMOTIONAL BLACKMAIL PATTERNS,part;emotional;blackmail;patterns,https://www.youtube.com/results?search_query=forgotten+science+part+emotional+blackmail+patterns
6479,Dark Psychology (20-Part Series),The Forgotten Science of Part13 the illusion of choice (Under Stress),PART13 THE ILLUSION OF CHOICE — FINAL PROOF,part;illusion;choice,https://www.youtube.com/results?search_query=forgotten+science+part+illusion+choice
6480,Dark Psychology (20-Part Series),The Forgotten Science of Part4 anchoring in negotiations (Under Stress),STOP: PART4 ANCHORING IN NEGOTIATIONS,part;anchoring;negotiations,https://www.youtube.com/results?search_query=forgotten+science+part+anchoring+negotiations
6481,Dark Psychology (20-Part Series),The Forgotten Science of Part15 triangulation tactics (Under Stress),THIS CHANGES PART15 TRIANGULATION TACTICS,part;triangulation;tactics,https://www.youtube.com/results?search_query=forgotten+science+part+triangulation+tactics
6482,Dark Psychology (20-Part Series),The Forgotten Science of Part16 future faking signals (Under Stress),PART16 FUTURE FAKING SIGNALS?!,part;future;faking;signals,https://www.youtube.com/results?search_query=forgotten+science+part+future+faking+signals
